user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
 what is the last flight from dallas to boston,atis_flight,atis,what is the last flight from dallas to boston,45,9,4.111111111111111,0,0,35,what be the last flight from dallas to boston,9,4.111111111111111,0,0,1,1
 display all flights from denver to san francisco on august seven,atis_flight,atis,display all flights from denver to san francisco on august seven,64,11,4.909090909090909,0,0,35,display all flight from denver to san francisco on august seven,11,4.818181818181818,0,0,0,1
 ground transport in denver,atis_ground_service,atis,ground transport in denver,26,4,5.75,0,0,40,ground transport in denver,4,5.75,0,0,0,1
 what is the flight schedule of the f28 from pittsburgh to baltimore,atis_flight_time,atis,what is the flight schedule of the f from pittsburgh to baltimore,65,12,4.5,0,0,38,what be the flight schedule of the f28 from pittsburgh to baltimore,12,4.666666666666667,0,0,1,1
Tell me why,PodBayDoorResponse,chatbots,tell me why,11,3,3.0,0,0,13,tell I why,3,2.6666666666666665,0,0,1,1
 list the morning flights at a 124 dollars from atlanta to boston,atis_flight,atis,list the morning flights at a dollars from atlanta to boston,60,11,4.545454545454546,0,0,35,list the morning flight at a 124 dollar from atlanta to boston,12,4.25,0,0,0,1
 show me fares from baltimore to philadelphia,atis_airfare,atis,show me fares from baltimore to philadelphia,44,7,5.428571428571429,0,0,26,show I fare from baltimore to philadelphia,7,5.142857142857143,0,0,0,1
My user is Bella,GreetingResponse,chatbots,my user is bella,16,4,3.25,0,0,8,my user be bella,4,3.25,0,0,0,1
 on thursday i'd like a flight from st. petersburg to miami,atis_flight,atis,on thursday id like a flight from st petersburg to miami,56,11,4.181818181818182,0,0,35,on thursday I d like a flight from st . petersburg to miami,13,3.6153846153846154,0,0,0,1
 all flights from dallas to san francisco,atis_flight,atis,all flights from dallas to san francisco,40,7,4.857142857142857,0,0,35,all flight from dallas to san francisco,7,4.714285714285714,0,0,0,1
 i would like information on flights from san francisco to pittsburgh leaving after 8 pm monday night,atis_flight,atis,i would like information on flights from san francisco to pittsburgh leaving after pm monday night,98,16,5.1875,0,0,35,I would like information on flight from san francisco to pittsburgh leave after 8 pm monday night,17,4.764705882352941,0,0,0,1
 what time does the tuesday morning 755 flight leaving washington arrive in san francisco,atis_flight_time,atis,what time does the tuesday morning flight leaving washington arrive in san francisco,84,13,5.538461538461538,0,0,38,what time do the tuesday morning 755 flight leave washington arrive in san francisco,14,5.071428571428571,0,0,1,1
 what flights from atlanta to washington,atis_flight,atis,what flights from atlanta to washington,39,6,5.666666666666667,0,0,35,what flight from atlanta to washington,6,5.5,0,0,1,1
 what are connecting flights from chicago into seattle on june fifth,atis_flight,atis,what are connecting flights from chicago into seattle on june fifth,67,11,5.181818181818182,0,0,35,what be connect flight from chicago into seattle on june fifth,11,4.7272727272727275,0,0,1,1
 what are the flights from pittsburgh to baltimore,atis_flight,atis,what are the flights from pittsburgh to baltimore,49,8,5.25,0,0,35,what be the flight from pittsburgh to baltimore,8,5.0,0,0,1,1
I was not talking to you,NotTalking2U,chatbots,i was not talking to you,24,6,3.1666666666666665,0,0,11,I be not talk to you,6,2.5,0,0,0,1
 requesting flight information for flight from boston to baltimore on tuesday,atis_flight,atis,requesting flight information for flight from boston to baltimore on tuesday,76,11,6.0,0,0,35,request flight information for flight from boston to baltimore on tuesday,11,5.7272727272727275,0,0,0,1
 i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,atis_flight,atis,i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,161,27,5.0,0,0,35,I be interested in book an early morning flight from dallas into houston on february twenty second and return late in the evening of february twenty second,27,4.777777777777778,0,0,0,1
 all flights before 10 am boston denver,atis_flight,atis,all flights before am boston denver,35,6,5.0,0,0,35,all flight before 10 am boston denver,7,4.428571428571429,0,0,0,1
 list the flights arriving in atlanta from boston between 4 and 8 pm,atis_flight,atis,list the flights arriving in atlanta from boston between and pm,63,11,4.818181818181818,0,0,35,list the flight arrive in atlanta from boston between 4 and 8 pm,13,4.0,0,0,0,1
 give me the least expensive first class round trip ticket on us air from cleveland to miami,atis_airfare,atis,give me the least expensive first class round trip ticket on us air from cleveland to miami,91,17,4.411764705882353,0,0,26,give I the least expensive first class round trip ticket on we air from cleveland to miami,17,4.352941176470588,0,0,0,1
 i'd like a flight tomorrow from san diego to toronto,atis_flight,atis,id like a flight tomorrow from san diego to toronto,51,10,4.2,0,0,35,I d like a flight tomorrow from san diego to toronto,11,3.8181818181818183,0,0,0,1
 tell me about flights from toronto to salt lake city,atis_flight,atis,tell me about flights from toronto to salt lake city,52,10,4.3,0,0,35,tell I about flight from toronto to salt lake city,10,4.1,0,0,0,1
 what flights go from boston to pittsburgh after 6 o'clock next tuesday,atis_flight,atis,what flights go from boston to pittsburgh after oclock next tuesday,67,11,5.181818181818182,0,0,35,what flight go from boston to pittsburgh after 6 o clock next tuesday,13,4.384615384615385,0,0,1,1
 does continental airlines fly from denver to san francisco,atis_flight,atis,does continental airlines fly from denver to san francisco,58,9,5.555555555555555,0,0,35,do continental airline fly from denver to san francisco,9,5.222222222222222,0,0,0,1
 show me all the flights between philadelphia and denver,atis_flight,atis,show me all the flights between philadelphia and denver,55,9,5.222222222222222,0,0,35,show I all the flight between philadelphia and denver,9,5.0,0,0,0,1
 i need a flight on air canada from toronto to san diego with a layover in dc,atis_flight,atis,i need a flight on air canada from toronto to san diego with a layover in dc,76,17,3.5294117647058822,0,0,35,I need a flight on air canada from toronto to san diego with a layover in dc,17,3.5294117647058822,0,0,0,1
 i would like information information on flights from san francisco to denver on thursday morning,atis_flight,atis,i would like information information on flights from san francisco to denver on thursday morning,96,15,5.466666666666667,0,0,35,I would like information information on flight from san francisco to denver on thursday morning,15,5.4,0,0,0,1
 what's the lowest round trip fare from dallas to baltimore,atis_airfare,atis,whats the lowest round trip fare from dallas to baltimore,57,10,4.8,0,0,26,what s the low round trip fare from dallas to baltimore,11,4.090909090909091,0,0,1,1
 on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm,atis_flight,atis,on friday i need to see all flights that leave atlanta and arrive in dallas before pm,85,17,4.0588235294117645,0,0,35,on friday I need to see all flight that leave atlanta and arrive in dallas before 6 pm,18,3.8333333333333335,0,0,0,1
 are there any 4 o'clock flights from washington to denver,atis_flight,atis,are there any oclock flights from washington to denver,54,9,5.111111111111111,0,0,35,be there any 4 o clock flight from washington to denver,11,4.090909090909091,0,0,0,1
 what price is a limousine service to new york's la guardia,atis_ground_fare,atis,what price is a limousine service to new yorks la guardia,57,11,4.2727272727272725,0,0,39,what price be a limousine service to new york s la guardia,12,3.9166666666666665,0,0,1,1
 what is the flight number of the earliest flight between boston and washington dc,atis_flight_no,atis,what is the flight number of the earliest flight between boston and washington dc,81,14,4.857142857142857,0,0,37,what be the flight number of the early flight between boston and washington dc,14,4.642857142857143,0,0,1,1
 could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,atis_flight,atis,could you please find me a nonstop flight from atlanta to baltimore on a boeing arriving at pm,94,18,4.277777777777778,0,0,35,could you please find I a nonstop flight from atlanta to baltimore on a boeing 757 arrive at 7 pm,20,3.9,0,0,0,1
 i would like to fly from atlanta to denver on september fifteenth,atis_flight,atis,i would like to fly from atlanta to denver on september fifteenth,65,12,4.5,0,0,35,I would like to fly from atlanta to denver on september fifteenth,12,4.5,0,0,0,1
 which northwest flights stop in denver before noon,atis_flight,atis,which northwest flights stop in denver before noon,50,8,5.375,0,0,35,which northwest flight stop in denver before noon,8,5.25,0,0,1,1
 can you tell me the cheapest flight between boston and san francisco,atis_flight,atis,can you tell me the cheapest flight between boston and san francisco,68,12,4.75,0,0,35,can you tell I the cheap flight between boston and san francisco,12,4.416666666666667,0,0,0,1
 show me flights from atlanta to washington please,atis_flight,atis,show me flights from atlanta to washington please,49,8,5.25,0,0,35,show I flight from atlanta to washington please,8,5.0,0,0,0,1
 could you tell me the cheapest fare from atlanta to boston on thirty first of august,atis_airfare,atis,could you tell me the cheapest fare from atlanta to boston on thirty first of august,84,16,4.3125,0,0,26,could you tell I the cheap fare from atlanta to boston on thirty first of august,16,4.0625,0,0,0,1
 show all nonstop flights from boston to san francisco,atis_flight,atis,show all nonstop flights from boston to san francisco,53,9,5.0,0,0,35,show all nonstop flight from boston to san francisco,9,4.888888888888889,0,0,0,1
 i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,atis_airfare,atis,i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,98,19,4.2105263157894735,0,0,26,I need the cost of a ticket go from denver to baltimore a first class ticket on united airlines,19,4.052631578947368,0,0,0,1
 i would like to fly from denver to boston on wednesday the twenty first,atis_flight,atis,i would like to fly from denver to boston on wednesday the twenty first,71,14,4.142857142857143,0,0,35,I would like to fly from denver to boston on wednesday the twenty first,14,4.142857142857143,0,0,0,1
